"geonameid","name","asciiname","latitude","longitude","country_code","admin1_code","admin1_name","population","timezone","hl","gl"
"3928245","Santiago de Surco","Santiago de Surco","-12.13588","-77.00742","PE","15","Lima region","251648","America/Lima","es","PE"
"3462315","Governador Valadares","Governador Valadares","-18.85111","-41.94944","BR","15","Minas Gerais","250878","America/Sao_Paulo","pt","BR"
"3537906","Santa Clara","Santa Clara","22.40711","-79.96581","CU","16","Villa Clara Province","250512","America/Havana","es","CU"
"4000900","La Paz","La Paz","24.14231","-110.31316","MX","03","Baja California Sur","250141","America/Mazatlan","es","MX"
"3452465","Praia Grande","Praia Grande","-24.00583","-46.40278","BR","27","São Paulo","250027","America/Sao_Paulo","pt","BR"
"7280708","Colonia del Valle","Colonia del Valle","19.38611","-99.16204","MX","09","Mexico City","250000","America/Mexico_City","es","MX"
"3872348","San Bernardo","San Bernardo","-33.59217","-70.6996","CL","12","Santiago Metropolitan","249858","America/Santiago","es","CL"
"3445451","Várzea Grande","Varzea Grande","-15.64667","-56.1325","BR","14","Mato Grosso","249752","America/Cuiaba","pt","BR"
"3444876","Volta Redonda","Volta Redonda","-22.52306","-44.10417","BR","21","Rio de Janeiro","249580","America/Sao_Paulo","pt","BR"
"11962392","Cidade Ademar","Cidade Ademar","-23.67379","-46.65681","BR","27","São Paulo","249218","America/Sao_Paulo","pt","BR"
"5525577","Lubbock","Lubbock","33.57786","-101.85517","US","TX","Texas","249042","America/Chicago","en","US"
"3516109","Tehuacán","Tehuacan","18.46422","-97.39735","MX","21","Puebla","248716","America/Mexico_City","es","MX"
"3640049","Guarenas","Guarenas","10.47027","-66.61934","VE","15","Miranda","248588","America/Caracas","es","VE"
"5295903","Gilbert","Gilbert","33.35283","-111.78903","US","AZ","Arizona","247542","America/Phoenix","en","US"
"3841956","Paraná","Parana","-31.73271","-60.52897","AR","08","Entre Rios","247139","America/Argentina/Cordoba","es","AR"
"3583446","San Miguel","San Miguel","13.48261","-88.18211","SV","09","San Miguel Department","247126","America/El_Salvador","es","SV"
"3645213","Coro","Coro","11.40769","-69.67822","VE","11","Falcón","246657","America/Caracas","es","VE"
"3472343","Americana","Americana","-22.73917","-47.33139","BR","27","São Paulo","246655","America/Sao_Paulo","pt","BR"
"3465927","Colombo","Colombo","-25.29167","-49.22417","BR","18","Paraná","246540","America/Sao_Paulo","pt","BR"
"4776222","Norfolk","Norfolk","36.84681","-76.28522","US","VA","Virginia","246393","America/New_York","en","US"
"3874960","Puerto Montt","Puerto Montt","-41.4693","-72.94237","CL","14","Los Lagos Region","245902","America/Santiago","es","CL"
"3937513","Juliaca","Juliaca","-15.5","-70.13333","PE","21","Puno","245675","America/Lima","es","PE"
"3625542","Valera","Valera","9.31778","-70.60361","VE","21","Trujillo","244708","America/Caracas","es","VE"
"3648439","Baruta","Baruta","10.43424","-66.87558","VE","15","Miranda","244216","America/Caracas","es","VE"
"7289169","Tri-Cities","Tri-Cities","46.2454","-119.19617","US","WA","Washington","244036","America/Los_Angeles","en","US"
"3450144","Santa Luzia","Santa Luzia","-19.76972","-43.85139","BR","15","Minas Gerais","243503","America/Sao_Paulo","pt","BR"
"11962395","Brasilandia","Brasilandia","-23.44859","-46.68839","BR","27","São Paulo","243273","America/Sao_Paulo","pt","BR"
"3827598","Ojo de Agua","Ojo de Agua","19.68028","-99.01","MX","15","México","242272","America/Mexico_City","es","MX"
"5959974","Gatineau","Gatineau","45.47723","-75.70164","CA","10","Quebec","242124","America/Toronto","en","CA"
"3899361","Arica","Arica","-18.47552","-70.30058","CL","16","Arica y Parinacota Region","241653","America/Santiago","es","CL"
"5511077","Reno","Reno","39.52963","-119.8138","US","NV","Nevada","241445","America/Los_Angeles","en","US"
"4499612","Winston-Salem","Winston-Salem","36.09986","-80.24422","US","NC","North Carolina","241218","America/New_York","en","US"
"3460718","Itapevi","Itapevi","-23.54889","-46.93417","BR","27","São Paulo","240961","America/Sao_Paulo","pt","BR"
"3457692","Marília","Marilia","-22.21389","-49.94583","BR","27","São Paulo","240590","America/Sao_Paulo","pt","BR"
"3688451","Buenaventura","Buenaventura","3.8801","-77.03116","CO","29","Valle del Cauca Department","240387","America/Bogota","es","CO"
"3645527","Ciudad Ojeda","Ciudad Ojeda","10.20161","-71.3148","VE","23","Zulia","240283","America/Caracas","es","VE"
"5295985","Glendale","Glendale","33.53865","-112.18599","US","AZ","Arizona","240126","America/Phoenix","en","US"
"3569175","Almendares","Almendares","23.11012","-82.42322","CU","02","Havana","240000","America/Havana","es","CU"
"3462089","Gravataí","Gravatai","-29.94218","-50.99278","BR","23","Rio Grande do Sul","238778","America/Sao_Paulo","pt","BR"
"3523760","Magdalena Contreras","Magdalena Contreras","19.33212","-99.21118","MX","09","Mexico City","238431","America/Mexico_City","es","MX"
"3870011","Temuco","Temuco","-38.73628","-72.59738","CL","04","Araucanía","238129","America/Santiago","es","CL"
"4158476","Hialeah","Hialeah","25.8576","-80.27811","US","FL","Florida","237069","America/New_York","en","US"
"4693003","Garland","Garland","32.91262","-96.63888","US","TX","Texas","236897","America/Chicago","en","US"
"5313457","Scottsdale","Scottsdale","33.50921","-111.89903","US","AZ","Arizona","236839","America/Phoenix","en","US"
"4700168","Irving","Irving","32.81402","-96.94889","US","TX","Texas","236607","America/Chicago","en","US"
"3467727","Campo Limpo de Goiás","Campo Limpo de Goias","-16.29345","-49.09083","BR","29","Goiás","236162","America/Sao_Paulo","pt","BR"
"3530517","Coatzacoalcos","Coatzacoalcos","18.14905","-94.4447","MX","30","Veracruz","235983","America/Mexico_City","es","MX"
"5586437","Boise","Boise","43.6135","-116.20345","US","ID","Idaho","235684","America/Boise","en","US"
"4752186","Chesapeake","Chesapeake","36.81904","-76.27494","US","VA","Virginia","235429","America/New_York","en","US"
"3402655","Caruaru","Caruaru","-8.28333","-35.97611","BR","30","Pernambuco","235371","America/Recife","pt","BR"
"3378644","Georgetown","Georgetown","6.80448","-58.15527","GY","12","Demerara-Mahaica","235017","America/Guyana","en","GY"
"5509403","North Las Vegas","North Las Vegas","36.19886","-115.1175","US","NV","Nevada","234807","America/Los_Angeles","en","US"
"3461655","Hortolândia","Hortolandia","-22.85833","-47.22","BR","27","São Paulo","234259","America/Sao_Paulo","pt","BR"
"5350734","Fremont","Fremont","37.54827","-121.98857","US","CA","California","232206","America/Los_Angeles","en","US"
"3843123","Neuquén","Neuquen","-38.95078","-68.0592","AR","15","Neuquen","231198","America/Argentina/Salta","es","AR"
"12076997","José C. Paz","Jose C. Paz","-34.51541","-58.76813","AR","01","Buenos Aires","230208","America/Argentina/Buenos_Aires","es","AR"
"3451055","Rio Verde","Rio Verde","-17.79806","-50.92806","BR","29","Goiás","229651","America/Sao_Paulo","pt","BR"
"6059891","Longueuil","Longueuil","45.5152","-73.46818","CA","10","Quebec","229330","America/Toronto","en","CA"
"3805673","San Fernando de Apure","San Fernando de Apure","7.88963","-67.47181","VE","03","Apure","229197","America/Caracas","es","VE"
"3727135","Croix-des-Bouquets","Croix-des-Bouquets","18.57677","-72.22625","HT","11","Ouest","229127","America/Port-au-Prince","fr","HT"
"3461144","Ipatinga","Ipatinga","-19.46833","-42.53667","BR","15","Minas Gerais","228746","America/Sao_Paulo","pt","BR"
"3571824","Nassau","Nassau","25.05823","-77.34306","BS","23","New Providence","227940","America/Nassau","en","BS"
"3437056","San Lorenzo","San Lorenzo","-25.33968","-57.50879","PY","06","Central Department","227876","America/Asuncion","es","PY"
"3639898","Guatire","Guatire","10.474","-66.54241","VE","15","Miranda","227666","America/Caracas","es","VE"
"4315588","Baton Rouge","Baton Rouge","30.44332","-91.18747","US","LA","Louisiana","227470","America/Chicago","en","US"
"6956648","Diez de Octubre","Diez de Octubre","23.0881","-82.3597","CU","02","Havana","227293","America/Havana","es","CU"
"5142036","Upper West Side","Upper West Side","40.78705","-73.97542","US","NY","New York","226989","America/New_York","en","US"
"4781708","Richmond","Richmond","37.55376","-77.46026","US","VA","Virginia","226610","America/New_York","en","US"
"3397147","Juazeiro do Norte","Juazeiro do Norte","-7.21306","-39.31528","BR","06","Ceará","225230","America/Fortaleza","pt","BR"
"3903987","Sucre","Sucre","-19.03332","-65.26274","BO","01","Chuquisaca Department","224838","America/La_Paz","es","BO"
"3383330","Paramaribo","Paramaribo","5.86638","-55.16682","SR","16","Paramaribo District","223757","America/Paramaribo","nl","SR"
"3893894","Concepción","Concepcion","-36.82699","-73.04977","CL","06","Biobío","223574","America/Santiago","es","CL"
"5509952","Paradise","Paradise","36.09719","-115.14666","US","NV","Nevada","223167","America/Los_Angeles","en","US"
"3641351","El Tigre","El Tigre","8.88902","-64.2527","VE","02","Anzoátegui","222450","America/Caracas","es","VE"
"3433899","Formosa","Formosa","-26.18489","-58.17313","AR","09","Formosa","222226","America/Argentina/Cordoba","es","AR"
"3608248","La Ceiba","La Ceiba","15.75971","-86.78221","HN","01","Atlántida Department","222055","America/Tegucigalpa","es","HN"
"3464305","Embu das Artes","Embu das Artes","-23.64889","-46.85222","BR","27","São Paulo","221733","America/Sao_Paulo","pt","BR"
"3666645","Tuluá","Tulua","4.08466","-76.19536","CO","29","Valle del Cauca Department","221684","America/Bogota","es","CO"
"3655673","Ibarra","Ibarra","0.34881","-78.12462","EC","11","Imbabura","221149","America/Guayaquil","es","EC"
"3531732","Campeche","Campeche","19.84073","-90.51676","MX","04","Campeche","220389","America/Merida","es","MX"
"3657990","Esmeraldas","Esmeraldas","0.9592","-79.65397","EC","09","Esmeraldas","218727","America/Guayaquil","es","EC"
"3398269","Imperatriz","Imperatriz","-5.52639","-47.49167","BR","13","Maranhão","218106","America/Fortaleza","pt","BR"
"3493032","San Pedro de Macorís","San Pedro de Macoris","18.4539","-69.30864","DO","24","San Pedro de Macorís","217899","America/Santo_Domingo","es","DO"
"5122520","Jamaica","Jamaica","40.69149","-73.80569","US","NY","New York","216866","America/New_York","en","US"
"3629965","Porlamar","Porlamar","10.95771","-63.86971","VE","17","Nueva Esparta","216234","America/Caracas","es","VE"
"5391710","San Bernardino","San Bernardino","34.10834","-117.28977","US","CA","California","216108","America/Los_Angeles","en","US"
"5780993","Salt Lake City","Salt Lake City","40.76078","-111.89105","US","UT","Utah","215548","America/Denver","en","US"
"3995523","Monclova","Monclova","26.90687","-101.42056","MX","07","Coahuila","215271","America/Monterrey","es","MX"
"4068590","Huntsville","Huntsville","34.7304","-86.58594","US","AL","Alabama","215006","America/Chicago","en","US"
"4005509","Guadalupe","Guadalupe","22.74753","-102.51874","MX","32","Zacatecas","215000","America/Mexico_City","es","MX"
"11962390","Jabaquara","Jabaquara","-23.65055","-46.64591","BR","27","São Paulo","214958","America/Sao_Paulo","pt","BR"
"3447186","Taboão da Serra","Taboao da Serra","-23.62611","-46.79167","BR","27","São Paulo","214523","America/Sao_Paulo","pt","BR"
"4853828","Des Moines","Des Moines","41.60054","-93.60911","US","IA","Iowa","214133","America/Chicago","en","US"
"3652567","Quevedo","Quevedo","-1.02881","-79.46264","EC","13","Los Ríos","213842","America/Guayaquil","es","EC"
"5811696","Spokane","Spokane","47.65966","-117.42908","US","WA","Washington","213272","America/Los_Angeles","en","US"
"3460370","Jacareí","Jacarei","-23.30528","-45.96583","BR","27","São Paulo","213110","America/Sao_Paulo","pt","BR"
"5349755","Fontana","Fontana","34.09223","-117.43505","US","CA","California","212704","America/Los_Angeles","en","US"
"3873775","Rancagua","Rancagua","-34.1691","-70.74053","CL","08","O'Higgins Region","212695","America/Santiago","es","CL"
"4004886","Nogales","Nogales","31.30862","-110.94217","MX","26","Sonora","212533","America/Hermosillo","es","MX"
"4049979","Birmingham","Birmingham","33.52066","-86.80249","US","AL","Alabama","212461","America/Chicago","en","US"
"3598119","Cobán","Coban","15.47025","-90.37455","GT","01","Alta Verapaz","212047","America/Guatemala","es","GT"
"3460103","Jaraguá","Jaragua","-23.44077","-46.73774","BR","27","São Paulo","211610","America/Sao_Paulo","pt","BR"
"5373900","Modesto","Modesto","37.6391","-120.99688","US","CA","California","211266","America/Los_Angeles","en","US"
"3460634","Itaquera","Itaquera","-23.53194","-46.44417","BR","27","São Paulo","210960","America/Sao_Paulo","pt","BR"
"3568342","Arroyo Naranjo","Arroyo Naranjo","23.03811","-82.37703","CU","02","Havana","210053","America/Havana","es","CU"
"5134086","Rochester","Rochester","43.15478","-77.61556","US","NY","New York","209802","America/New_York","en","US"
"3452324","Presidente Prudente","Presidente Prudente","-22.12556","-51.38889","BR","27","São Paulo","209502","America/Sao_Paulo","pt","BR"
"3448622","São Leopoldo","Sao Leopoldo","-29.76028","-51.14722","BR","23","Rio Grande do Sul","209229","America/Sao_Paulo","pt","BR"
"3909234","Oruro","Oruro","-17.97153","-67.0932","BO","05","Oruro","208684","America/La_Paz","es","BO"
"3500957","La Romana","La Romana","18.42332","-68.96635","DO","12","La Romana","208437","America/Santo_Domingo","es","DO"
"5303929","Maryvale","Maryvale","33.50199","-112.17765","US","AZ","Arizona","208189","America/Phoenix","en","US"
"5812944","Tacoma","Tacoma","47.25288","-122.44429","US","WA","Washington","207948","America/Los_Angeles","en","US"
"4744709","Arlington","Arlington","38.88101","-77.10428","US","VA","Virginia","207627","America/New_York","en","US"
"5380184","Oxnard","Oxnard","34.1975","-119.17705","US","CA","California","207254","America/Los_Angeles","en","US"
"4188985","Columbus","Columbus","32.46098","-84.98771","US","GA","Georgia","206922","America/New_York","en","US"
"3547932","Mantilla","Mantilla","23.06794","-82.34143","CU","02","Havana","206918","America/Havana","es","CU"
"3685095","Dosquebradas","Dosquebradas","4.83916","-75.66727","CO","24","Risaralda Department","206693","America/Bogota","es","CO"
"4956184","Worcester","Worcester","42.26259","-71.80229","US","MA","Massachusetts","206518","America/New_York","en","US"
"3628423","San Felipe","San Felipe","10.3401","-68.74297","VE","22","Yaracuy","206270","America/Caracas","es","VE"
"3827606","Buenavista","Buenavista","19.60833","-99.16944","MX","15","México","206081","America/Mexico_City","es","MX"
"3460949","Itabuna","Itabuna","-14.78556","-39.28028","BR","05","Bahia","205660","America/Bahia","pt","BR"
"3654870","Latacunga","Latacunga","-0.93424","-78.6152","EC","07","Cotopaxi","205624","America/Guayaquil","es","EC"
"6317317","Itaim Paulista","Itaim Paulista","-23.50308","-46.38566","BR","27","São Paulo","205295","America/Sao_Paulo","pt","BR"
"3449319","São Carlos","Sao Carlos","-22.0175","-47.89083","BR","27","São Paulo","205035","America/Sao_Paulo","pt","BR"
"5374732","Moreno Valley","Moreno Valley","33.93752","-117.23059","US","CA","California","204198","America/Los_Angeles","en","US"
"3550598","Las Tunas","Las Tunas","20.96135","-76.95192","CU","13","Las Tunas Province","203684","America/Havana","es","CU"
"4562831","Bayamón","Bayamon","18.39856","-66.15572","PR","021","Bayamón","203499","America/Puerto_Rico","es","PR"
"3991328","Puerto Vallarta","Puerto Vallarta","20.617","-105.23018","MX","14","Jalisco","203342","America/Mexico_City","es","MX"
"5911606","Burnaby","Burnaby","49.26636","-122.95263","CA","02","British Columbia","202799","America/Vancouver","en","CA"
"3516266","Tapachula","Tapachula","14.90541","-92.25891","MX","05","Chiapas","202672","America/Merida","es","MX"
"4119403","Little Rock","Little Rock","34.74648","-92.28959","US","AR","Arkansas","202591","America/Chicago","en","US"
"3394682","Mossoró","Mossoro","-5.1875","-37.34417","BR","22","Rio Grande do Norte","202005","America/Fortaleza","pt","BR"
"4466033","Fayetteville","Fayetteville","35.05266","-78.87836","US","NC","North Carolina","201963","America/New_York","en","US"
"5358705","Huntington Beach","Huntington Beach","33.6603","-117.99923","US","CA","California","201899","America/Los_Angeles","en","US"
"4174715","Tallahassee","Tallahassee","30.43826","-84.28073","US","FL","Florida","201731","America/New_York","en","US"
"3447624","Sete Lagoas","Sete Lagoas","-19.46583","-44.24667","BR","15","Minas Gerais","201334","America/Sao_Paulo","pt","BR"
"3699088","Cajamarca","Cajamarca","-7.16378","-78.50027","PE","06","Cajamarca Department","201329","America/Lima","es","PE"
"7281017","La Pintana","La Pintana","-33.58331","-70.63419","CL","12","Santiago Metropolitan","201178","America/Santiago","es","CL"
"5145215","Yonkers","Yonkers","40.93121","-73.89875","US","NY","New York","201116","America/New_York","en","US"
"5352423","Glendale","Glendale","34.14251","-118.25508","US","CA","California","201020","America/Los_Angeles","en","US"
"4883817","Aurora","Aurora","41.76058","-88.32007","US","IL","Illinois","200661","America/Chicago","en","US"
"3448742","São José","Sao Jose","-28.21344","-49.16383","BR","26","Santa Catarina","200000","America/Sao_Paulo","pt","BR"
"7602078","Ladner","Ladner","49.08938","-123.08241","CA","02","British Columbia","200000","America/Vancouver","en","CA"
"3887127","Iquique","Iquique","-20.21326","-70.15027","CL","15","Tarapacá","199587","America/Santiago","es","CL"
"6141256","Saskatoon","Saskatoon","52.13238","-106.66892","CA","11","Saskatchewan","198958","America/Regina","en","CA"
"3640465","Guacara","Guacara","10.22609","-67.877","VE","07","Carabobo","198883","America/Caracas","es","VE"
"5516233","Amarillo","Amarillo","35.222","-101.8313","US","TX","Texas","198645","America/Chicago","en","US"
"3439214","Capiatá","Capiata","-25.3552","-57.44545","PY","06","Central Department","198553","America/Asuncion","es","PY"
"6122085","Richmond","Richmond","49.17003","-123.13683","CA","02","British Columbia","198309","America/Vancouver","en","CA"
"5145476","Akron","Akron","41.08144","-81.51901","US","OH","Ohio","197542","America/New_York","en","US"
"3870294","Talca","Talca","-35.4232","-71.64974","CL","11","Maule Region","197479","America/Santiago","es","CL"
"3530594","Ciudad Madero","Ciudad Madero","22.2475","-97.83665","MX","28","Tamaulipas","197216","America/Monterrey","es","MX"
"4341513","Shreveport","Shreveport","32.52515","-93.75018","US","LA","Louisiana","197204","America/Chicago","en","US"
"3696417","Huánuco","Huanuco","-9.92882","-76.23989","PE","10","Huánuco Department","196627","America/Lima","es","PE"
"3446194","Tremembé","Tremembe","-22.95833","-45.54944","BR","27","São Paulo","196563","America/Sao_Paulo","pt","BR"
"6317872","Parauapebas","Parauapebas","-6.0675","-49.90222","BR","16","Pará","196259","America/Belem","pt","BR"
"3432043","La Plata","La Plata","-34.92126","-57.95442","AR","01","Buenos Aires","195443","America/Argentina/Buenos_Aires","es","AR"
"4076784","Montgomery","Montgomery","32.36681","-86.29997","US","AL","Alabama","195287","America/Chicago","en","US"
"4994358","Grand Rapids","Grand Rapids","42.96336","-85.66809","US","MI","Michigan","195097","America/Detroit","en","US"
"6122091","Richmond Hill","Richmond Hill","43.87111","-79.43725","CA","08","Ontario","195022","America/Toronto","en","CA"
"3392242","Petrolina","Petrolina","-9.39861","-40.50083","BR","30","Pernambuco","194650","America/Recife","pt","BR"
"4076598","Mobile","Mobile","30.69436","-88.04305","US","AL","Alabama","194288","America/Chicago","en","US"
"3464688","Divinópolis","Divinopolis","-20.14355","-44.89065","BR","15","Minas Gerais","193832","America/Sao_Paulo","pt","BR"
"6092122","Oakville","Oakville","43.45011","-79.68292","CA","08","Ontario","193832","America/Toronto","en","CA"
"3395473","Maracanaú","Maracanau","-3.87667","-38.62556","BR","06","Ceará","193529","America/Fortaleza","pt","BR"
"3567597","Bayamo","Bayamo","20.37368","-76.64272","CU","09","Granma Province","192632","America/Havana","es","CU"
"11962424","Cidade Tiradentes","Cidade Tiradentes","-23.58481","-46.40084","BR","27","São Paulo","192177","America/Sao_Paulo","pt","BR"
"3689169","Barrancabermeja","Barrancabermeja","7.06528","-73.85472","CO","26","Santander Department","191403","America/Bogota","es","CO"
"3456166","Nova Friburgo","Nova Friburgo","-22.28194","-42.53111","BR","21","Rio de Janeiro","191158","America/Sao_Paulo","pt","BR"
"5308480","Peoria","Peoria","33.5806","-112.23738","US","AZ","Arizona","190985","America/Phoenix","en","US"
"5224151","Providence","Providence","41.82399","-71.41283","US","RI","Rhode Island","190934","America/New_York","en","US"
"11184422","Planaltina","Planaltina","-15.61791","-47.64874","BR","07","Federal District","189412","America/Sao_Paulo","pt","BR"
"5513343","Sunrise Manor","Sunrise Manor","36.21108","-115.07306","US","NV","Nevada","189372","America/Los_Angeles","en","US"
"3389353","Santarém","Santarem","-2.44306","-54.70833","BR","16","Pará","189047","America/Santarem","pt","BR"
"3468031","Camaçari","Camacari","-12.6975","-38.32417","BR","05","Bahia","188758","America/Bahia","pt","BR"
"6956647","Boyeros","Boyeros","23.0072","-82.4017","CU","02","Havana","188593","America/Havana","es","CU"
"3649833","Acarigua","Acarigua","9.55451","-69.19564","VE","18","Portuguesa","188278","America/Caracas","es","VE"
"3670745","Riohacha","Riohacha","11.54444","-72.90722","CO","17","La Guajira Department","188014","America/Bogota","es","CO"
"3450404","Santa Bárbara d'Oeste","Santa Barbara d'Oeste","-22.75361","-47.41361","BR","27","São Paulo","188000","America/Sao_Paulo","pt","BR"
"3451138","Rio Grande","Rio Grande","-32.035","-52.09861","BR","23","Rio Grande do Sul","187838","America/Sao_Paulo","pt","BR"
"4694482","Grand Prairie","Grand Prairie","32.74596","-96.99778","US","TX","Texas","187809","America/Chicago","en","US"
"3530870","Chilpancingo","Chilpancingo","17.55228","-99.50124","MX","12","Guerrero","187251","America/Mexico_City","es","MX"
"3468376","Cachoeiro de Itapemirim","Cachoeiro de Itapemirim","-20.84889","-41.11278","BR","08","Espírito Santo","187019","America/Sao_Paulo","pt","BR"
"3544091","Pinar del Río","Pinar del Rio","22.41649","-83.69657","CU","01","Pinar del Río","186990","America/Havana","es","CU"
"3564124","Cienfuegos","Cienfuegos","22.14681","-80.4481","CU","08","Cienfuegos Province","186644","America/Havana","es","CU"
"4276873","Overland Park","Overland Park","38.98223","-94.67079","US","KS","Kansas","186515","America/Chicago","en","US"
"4634946","Knoxville","Knoxville","35.96064","-83.92074","US","TN","Tennessee","185291","America/New_York","en","US"
"3521168","Poza Rica de Hidalgo","Poza Rica de Hidalgo","20.53315","-97.45946","MX","30","Veracruz","185242","America/Mexico_City","es","MX"
"12157007","Santa Anita - Los Ficus","Santa Anita - Los Ficus","-12.05048","-76.97335","PE","15","Lima region","184614","America/Lima","es","PE"
"4676740","Brownsville","Brownsville","25.90175","-97.49748","US","TX","Texas","183887","America/Chicago","en","US"
"5911592","Burlington","Burlington","43.38621","-79.83713","CA","08","Ontario","183314","America/Toronto","en","CA"
"3644918","Cúa","Cua","10.16245","-66.88248","VE","15","Miranda","182558","America/Caracas","es","VE"
"3460950","Itaboraí","Itaborai","-22.74444","-42.85944","BR","21","Rio de Janeiro","182498","America/Sao_Paulo","pt","BR"
"11962375","Cidade Dutra","Cidade Dutra","-23.72576","-46.7024","BR","27","São Paulo","182459","America/Sao_Paulo","pt","BR"
"4776024","Newport News","Newport News","36.98038","-76.42975","US","VA","Virginia","182385","America/New_York","en","US"
"5393049","Santa Clarita","Santa Clarita","34.39166","-118.54259","US","CA","California","182371","America/Los_Angeles","en","US"
"3649017","Araure","Araure","9.58144","-69.23851","VE","18","Portuguesa","181820","America/Caracas","es","VE"
"4612862","Chattanooga","Chattanooga","35.04563","-85.30968","US","TN","Tennessee","181099","America/New_York","en","US"
"3906194","Sacaba","Sacaba","-17.39799","-66.03825","BO","02","Cochabamba","180726","America/La_Paz","es","BO"
"3590979","Quetzaltenango","Quetzaltenango","14.84462","-91.52316","GT","13","Quetzaltenango","180706","America/Guatemala","es","GT"
"3436043","Berazategui","Berazategui","-34.76531","-58.21278","AR","01","Buenos Aires","180523","America/Argentina/Buenos_Aires","es","AR"
"3451234","Rio Claro","Rio Claro","-22.41139","-47.56139","BR","27","São Paulo","180147","America/Sao_Paulo","pt","BR"
"6087029","Nepean","Nepean","45.33619","-75.7225","CA","08","Ontario","180000","America/Toronto","en","CA"
"7614932","Pirituba","Pirituba","-23.48982","-46.7322","BR","27","São Paulo","179724","America/Sao_Paulo","pt","BR"
"3454857","Passo Fundo","Passo Fundo","-28.26278","-52.40667","BR","23","Rio Grande do Sul","179529","America/Sao_Paulo","pt","BR"
"3848950","La Rioja","La Rioja","-29.41328","-66.85637","AR","12","La Rioja","178872","America/Argentina/La_Rioja","es","AR"
"3558729","Fontanar","Fontanar","23.02389","-82.408","CU","02","Havana","178601","America/Havana","es","CU"
"4155966","Fort Lauderdale","Fort Lauderdale","26.12231","-80.14338","US","FL","Florida","178590","America/New_York","en","US"
"5115843","East Flatbush","East Flatbush","40.65371","-73.93042","US","NY","New York","178464","America/New_York","en","US"
"5512909","Spring Valley","Spring Valley","36.10803","-115.245","US","NV","Nevada","178395","America/Los_Angeles","en","US"
"3746181","Ciudad Camilo Cienfuegos","Ciudad Camilo Cienfuegos","23.16076","-82.32798","CU","02","Havana","178041","America/Havana","es","CU"
"3985604","San Luis Río Colorado","San Luis Rio Colorado","32.4555","-114.77037","MX","26","Sonora","176685","America/Hermosillo","es","MX"
"3583334","Santa Ana","Santa Ana","13.98827","-89.55685","SV","11","Santa Ana Department","176661","America/El_Salvador","es","SV"
"6119109","Regina","Regina","50.45008","-104.6178","CA","11","Saskatchewan","176183","America/Regina","en","CA"
"5317058","Tempe","Tempe","33.41477","-111.90931","US","AZ","Arizona","175826","America/Phoenix","en","US"
"5378771","Oceanside","Oceanside","33.19587","-117.37948","US","CA","California","175691","America/Los_Angeles","en","US"
"3511550","Bella Vista","Bella Vista","18.45539","-69.9454","DO","34","Nacional","175683","America/Santo_Domingo","es","DO"
"5750162","Salem","Salem","44.9429","-123.0351","US","OR","Oregon","175535","America/Los_Angeles","en","US"
"5351515","Garden Grove","Garden Grove","33.77391","-117.94145","US","CA","California","175393","America/Los_Angeles","en","US"
"3455478","Palhoça","Palhoca","-27.64528","-48.66778","BR","26","Santa Catarina","175272","America/Sao_Paulo","pt","BR"
"5385955","Rancho Cucamonga","Rancho Cucamonga","34.1064","-117.59311","US","CA","California","175236","America/Los_Angeles","en","US"
"4149962","Cape Coral","Cape Coral","26.56285","-81.94953","US","FL","Florida","175229","America/New_York","en","US"
"5393287","Santa Rosa","Santa Rosa","38.44047","-122.71443","US","CA","California","174972","America/Los_Angeles","en","US"
"3629706","Puerto Cabello","Puerto Cabello","10.47306","-68.0125","VE","07","Carabobo","174000","America/Caracas","es","VE"
"3658501","Daule","Daule","-1.86032","-79.97683","EC","10","Guayas","173684","America/Guayaquil","es","EC"
"5115985","East New York","East New York","40.66677","-73.88236","US","NY","New York","173198","America/New_York","en","US"
"3530937","Chicoloapan","Chicoloapan","19.41687","-98.90202","MX","15","México","172919","America/Mexico_City","es","MX"
"5814616","Vancouver","Vancouver","45.63873","-122.66149","US","WA","Washington","172860","America/Los_Angeles","en","US"
"3666608","Tunja","Tunja","5.54481","-73.35756","CO","36","Boyacá","172548","America/Bogota","es","CO"
"3906791","Quillacollo","Quillacollo","-17.39228","-66.27838","BO","02","Cochabamba","172405","America/La_Paz","es","BO"
"3462980","Francisco Morato","Francisco Morato","-23.28167","-46.74528","BR","27","São Paulo","171790","America/Sao_Paulo","pt","BR"
"5231851","Sioux Falls","Sioux Falls","43.54997","-96.70033","US","SD","South Dakota","171544","America/Chicago","en","US"
"5379439","Ontario","Ontario","34.06334","-117.65089","US","CA","California","171214","America/Los_Angeles","en","US"
"4563243","Carolina","Carolina","18.38078","-65.95739","PR","031","Carolina","170404","America/Puerto_Rico","es","PR"
"4409896","Springfield","Springfield","37.21533","-93.29824","US","MO","Missouri","170188","America/Chicago","en","US"
"3471859","Araçatuba","Aracatuba","-21.20889","-50.43278","BR","27","São Paulo","170024","America/Sao_Paulo","pt","BR"
"3837056","San Luis","San Luis","-33.2914","-66.32467","AR","19","San Luis","169947","America/Argentina/San_Luis","es","AR"
"3530599","Ciudad del Carmen","Ciudad del Carmen","18.64592","-91.82991","MX","04","Campeche","169466","America/Merida","es","MX"
"3531023","Chetumal","Chetumal","18.51957","-88.30397","MX","23","Quintana Roo","169028","America/Cancun","es","MX"
