"geonameid","name","asciiname","latitude","longitude","country_code","admin1_code","admin1_name","population","timezone","hl","gl"
"11962391","Jose Bonifacio","Jose Bonifacio","-23.56742","-46.43264","BR","27","São Paulo","128243","America/Sao_Paulo","pt","BR"
"3547867","Manzanillo","Manzanillo","20.34173","-77.12126","CU","09","Granma Province","128188","America/Havana","es","CU"
"3670730","Rionegro","Rionegro","6.15515","-75.37371","CO","02","Antioquia","128153","America/Bogota","es","CO"
"5551123","Alhambra","Alhambra","33.49838","-112.13432","US","AZ","Arizona","127764","America/Phoenix","en","US"
"4330145","Lafayette","Lafayette","30.22409","-92.01984","US","LA","Louisiana","127657","America/Chicago","en","US"
"3459943","Jequié","Jequie","-13.85875","-40.08512","BR","05","Bahia","127475","America/Bahia","pt","BR"
"4180386","Athens","Athens","33.96095","-83.37794","US","GA","Georgia","127315","America/New_York","en","US"
"3445061","Vila Mariana","Vila Mariana","-23.58833","-46.63464","BR","27","São Paulo","127286","America/Sao_Paulo","pt","BR"
"3540667","Sancti Spíritus","Sancti Spiritus","21.93429","-79.4398","CU","14","Sancti Spíritus Province","127069","America/Havana","es","CU"
"5799625","Kent","Kent","47.38093","-122.23484","US","WA","Washington","126952","America/Los_Angeles","en","US"
"5396003","Simi Valley","Simi Valley","34.26945","-118.78148","US","CA","California","126788","America/Los_Angeles","en","US"
"3634922","La Victoria","La Victoria","10.22677","-67.33122","VE","04","Aragua","126721","America/Caracas","es","VE"
"5344994","East Los Angeles","East Los Angeles","34.0239","-118.17202","US","CA","California","126496","America/Los_Angeles","en","US"
"3620381","Chinandega","Chinandega","12.62951","-87.13133","NI","03","Chinandega Department","126387","America/Managua","es","NI"
"3437863","Lambaré","Lambare","-25.34682","-57.60647","PY","06","Central Department","126377","America/Asuncion","es","PY"
"3628489","San Carlos del Zulia","San Carlos del Zulia","9.00098","-71.92683","VE","23","Zulia","126353","America/Caracas","es","VE"
"3460728","Itapetininga","Itapetininga","-23.59167","-48.05306","BR","27","São Paulo","126243","America/Sao_Paulo","pt","BR"
"3454783","Patos de Minas","Patos de Minas","-18.57889","-46.51806","BR","15","Minas Gerais","126234","America/Sao_Paulo","pt","BR"
"5393015","Santa Clara","Santa Clara","37.35411","-121.95524","US","CA","California","126215","America/Los_Angeles","en","US"
"4644312","Murfreesboro","Murfreesboro","35.84562","-86.39027","US","TN","Tennessee","126118","America/Chicago","en","US"
"8436486","Sunset Park","Sunset Park","40.64548","-74.01241","US","NY","New York","126000","America/New_York","en","US"
"4280539","Topeka","Topeka","39.04833","-95.67804","US","KS","Kansas","125963","America/Chicago","en","US"
"3629710","Puerto Ayacucho","Puerto Ayacucho","5.66049","-67.58343","VE","01","Amazonas","125840","America/Caracas","es","VE"
"3728097","Les Cayes","Les Cayes","18.19199","-73.74948","HT","12","Sud","125799","America/Port-au-Prince","fr","HT"
"3882428","Los Ángeles","Los Angeles","-37.46973","-72.35366","CL","06","Biobío","125430","America/Santiago","es","CL"
"4669635","Abilene","Abilene","32.44874","-99.73314","US","TX","Texas","125182","America/Chicago","en","US"
"3469092","Bragança Paulista","Braganca Paulista","-22.9527","-46.54418","BR","27","São Paulo","125096","America/Sao_Paulo","pt","BR"
"4543762","Norman","Norman","35.22257","-97.43948","US","OK","Oklahoma","124880","America/Chicago","en","US"
"3827414","Huixquilucan","Huixquilucan","19.35985","-99.35016","MX","15","México","124846","America/Mexico_City","es","MX"
"3493146","San Francisco de Macorís","San Francisco de Macoris","19.29377","-70.25285","DO","06","Duarte Province","124763","America/Santo_Domingo","es","DO"
"3584257","Santa Tecla","Santa Tecla","13.67741","-89.28335","SV","05","La Libertad Department","124694","America/El_Salvador","es","SV"
"3483849","Ciudad Valles","Ciudad Valles","21.99631","-99.01093","MX","24","San Luis Potosí","124644","America/Mexico_City","es","MX"
"3386361","Timon","Timon","-5.09417","-42.83667","BR","13","Maranhão","124427","America/Fortaleza","pt","BR"
"5363748","Koreatown","Koreatown","34.05779","-118.30091","US","CA","California","124281","America/Los_Angeles","en","US"
"3448632","São José dos Pinhais","Sao Jose dos Pinhais","-25.5302","-49.20836","BR","18","Paraná","124224","America/Sao_Paulo","pt","BR"
"3675692","Magangué","Magangue","9.24202","-74.75467","CO","35","Bolívar","123982","America/Bogota","es","CO"
"3446606","Teresópolis","Teresopolis","-22.4167","-42.97822","BR","21","Rio de Janeiro","123979","America/Sao_Paulo","pt","BR"
"3493240","Salvaleón de Higüey","Salvaleon de Higueey","18.61501","-68.70798","DO","10","La Altagracia Province","123787","America/Santo_Domingo","es","DO"
"11962396","Butanta","Butanta","-23.5702","-46.72628","BR","27","São Paulo","123748","America/Sao_Paulo","pt","BR"
"3445679","Uruguaiana","Uruguaiana","-29.75472","-57.08833","BR","23","Rio Grande do Sul","123480","America/Sao_Paulo","pt","BR"
"3467081","Caraguatatuba","Caraguatatuba","-23.62028","-45.41306","BR","27","São Paulo","123389","America/Sao_Paulo","pt","BR"
"3452640","Porto Seguro","Porto Seguro","-16.44972","-39.06472","BR","05","Bahia","123173","America/Bahia","pt","BR"
"3446692","Tatuí","Tatui","-23.35556","-47.85694","BR","27","São Paulo","122967","America/Sao_Paulo","pt","BR"
"3472766","Alagoinhas","Alagoinhas","-12.13556","-38.41917","BR","05","Bahia","122688","America/Bahia","pt","BR"
"4005937","San Pedro Garza García","San Pedro Garza Garcia","25.6604","-100.40651","MX","19","Nuevo León","122627","America/Monterrey","es","MX"
"3460598","Itatiba","Itatiba","-23.00583","-46.83889","BR","27","São Paulo","122581","America/Sao_Paulo","pt","BR"
"5137849","Sheepshead Bay","Sheepshead Bay","40.59122","-73.94458","US","NY","New York","122534","America/New_York","en","US"
"5107129","Amherst","Amherst","42.97839","-78.79976","US","NY","New York","122366","America/New_York","en","US"
"5406222","Victorville","Victorville","34.53611","-117.29116","US","CA","California","122225","America/Los_Angeles","en","US"
"3470858","Barbacena","Barbacena","-21.22583","-43.77361","BR","15","Minas Gerais","122211","America/Sao_Paulo","pt","BR"
"3646487","Carora","Carora","10.17283","-70.081","VE","13","Lara","121741","America/Caracas","es","VE"
"5405380","Vallejo","Vallejo","38.10409","-122.25664","US","CA","California","121692","America/Los_Angeles","en","US"
"5336269","Chico","Chico","39.72849","-121.83748","US","CA","California","121345","America/Los_Angeles","en","US"
"4839745","North Stamford","North Stamford","41.13815","-73.54346","US","CT","Connecticut","121230","America/New_York","en","US"
"3468403","Cachoeirinha","Cachoeirinha","-29.95111","-51.09389","BR","23","Rio Grande do Sul","121084","America/Sao_Paulo","pt","BR"
"4835797","Hartford","Hartford","41.76371","-72.68509","US","CT","Connecticut","121054","America/New_York","en","US"
"3644417","Ejido","Ejido","8.54665","-71.24087","VE","14","Mérida","120978","America/Caracas","es","VE"
"5327684","Berkeley","Berkeley","37.87159","-122.27275","US","CA","California","120972","America/Los_Angeles","en","US"
"4006163","Fresnillo","Fresnillo","23.18126","-102.87136","MX","32","Zacatecas","120944","America/Mexico_City","es","MX"
"3522307","Orizaba","Orizaba","18.85195","-97.09957","MX","30","Veracruz","120844","America/Mexico_City","es","MX"
"3638371","La Concepción","La Concepcion","10.61919","-71.83814","VE","23","Zulia","120478","America/Caracas","es","VE"
"3628503","San Carlos","San Carlos","9.66415","-68.58659","VE","08","Cojedes","120375","America/Caracas","es","VE"
"5178127","Allentown","Allentown","40.60843","-75.49018","US","PA","Pennsylvania","120207","America/New_York","en","US"
"3438115","Fernando de la Mora","Fernando de la Mora","-25.3386","-57.52167","PY","06","Central Department","120167","America/Asuncion","es","PY"
"4257227","Evansville","Evansville","37.97476","-87.55585","US","IN","Indiana","119943","America/Chicago","en","US"
"3389321","Santa Rita","Santa Rita","-7.11389","-34.97806","BR","17","Paraíba","119893","America/Fortaleza","pt","BR"
"4167499","Palm Bay","Palm Bay","28.03446","-80.58866","US","FL","Florida","119760","America/New_York","en","US"
"3450594","Salto","Salto","-23.20083","-47.28694","BR","27","São Paulo","119736","America/Sao_Paulo","pt","BR"
"6169141","Trois-Rivières","Trois-Rivieres","46.34515","-72.5477","CA","10","Quebec","119693","America/Toronto","en","CA"
"5882873","Ajax","Ajax","43.85012","-79.03288","CA","08","Ontario","119677","America/Toronto","en","CA"
"3446370","Toledo","Toledo","-24.71361","-53.74306","BR","18","Paraná","119313","America/Sao_Paulo","pt","BR"
"3460005","Jaú","Jau","-22.29639","-48.55778","BR","27","São Paulo","119206","America/Sao_Paulo","pt","BR"
"3647549","Cagua","Cagua","10.18634","-67.45935","VE","04","Aragua","119033","America/Caracas","es","VE"
"5527554","Odessa","Odessa","31.84568","-102.36764","US","TX","Texas","118968","America/Chicago","en","US"
"3696378","Huaraz","Huaraz","-9.52614","-77.52869","PE","02","Ancash","118836","America/Lima","es","PE"
"3523149","Miramar","Miramar","22.36094","-97.89997","MX","28","Tamaulipas","118614","America/Monterrey","es","MX"
"5059163","Fargo","Fargo","46.87719","-96.7898","US","ND","North Dakota","118523","America/Chicago","en","US"
"3526798","Iguala de la Independencia","Iguala de la Independencia","18.34536","-99.5413","MX","12","Guerrero","118468","America/Mexico_City","es","MX"
"4013720","Ciudad Delicias","Ciudad Delicias","28.19013","-105.47012","MX","06","Chihuahua","118071","America/Chihuahua","es","MX"
"3836669","San Rafael","San Rafael","-34.61531","-68.33238","AR","13","Mendoza","118009","America/Argentina/Mendoza","es","AR"
"11962419","Raposo Tavares","Raposo Tavares","-23.59245","-46.78561","BR","27","São Paulo","117738","America/Sao_Paulo","pt","BR"
"12426999","Bairro da Penha","Bairro da Penha","-23.3684","-46.31102","BR","27","São Paulo","117691","America/Sao_Paulo","pt","BR"
"3980194","Ciudad de Villa de Álvarez","Ciudad de Villa de Alvarez","19.26722","-103.73778","MX","08","Colima","117600","America/Mexico_City","es","MX"
"3718962","Tigwav","Tigwav","18.43117","-72.86521","HT","11","Ouest","117504","America/Port-au-Prince","fr","HT"
"3874787","Punta Arenas","Punta Arenas","-53.16282","-70.90922","CL","10","Region of Magallanes","117430","America/Punta_Arenas","es","CL"
"4391812","Independence","Independence","39.09112","-94.41551","US","MO","Missouri","117255","America/Chicago","en","US"
"4984247","Ann Arbor","Ann Arbor","42.27756","-83.74088","US","MI","Michigan","117070","America/Detroit","en","US"
"6317953","Pinhais","Pinhais","-25.44472","-49.1925","BR","18","Paraná","117000","America/Sao_Paulo","pt","BR"
"5345743","El Monte","El Monte","34.06862","-118.02757","US","CA","California","116732","America/Los_Angeles","en","US"
"6318694","Simões Filho","Simoes Filho","-12.78444","-38.40389","BR","05","Bahia","116662","America/Bahia","pt","BR"
"3445487","Varginha","Varginha","-21.55139","-45.43028","BR","15","Minas Gerais","116571","America/Sao_Paulo","pt","BR"
"5120034","Harlem","Harlem","40.80788","-73.94542","US","NY","New York","116345","America/New_York","en","US"
"5443910","Westminster","Westminster","39.83665","-105.0372","US","CO","Colorado","116317","America/Denver","en","US"
"3461109","Ipiranga","Ipiranga","-23.59957","-46.61599","BR","27","São Paulo","116271","America/Sao_Paulo","pt","BR"
"3632929","Mariara","Mariara","10.29532","-67.7177","VE","07","Carabobo","116142","America/Caracas","es","VE"
"6318696","Sinop","Sinop","-11.86417","-55.5025","BR","14","Mato Grosso","116013","America/Cuiaba","pt","BR"
"4724129","Round Rock","Round Rock","30.50826","-97.6789","US","TX","Texas","115997","America/Chicago","en","US"
"3626219","Tinaquillo","Tinaquillo","9.91861","-68.30472","VE","08","Cojedes","115937","America/Caracas","es","VE"
"4499379","Wilmington","Wilmington","34.23556","-77.94604","US","NC","North Carolina","115933","America/New_York","en","US"
"3467722","Campo Limpo","Campo Limpo","-23.63634","-46.76565","BR","27","São Paulo","115925","America/Sao_Paulo","pt","BR"
"6332428","East Harlem","East Harlem","40.79472","-73.9425","US","NY","New York","115921","America/New_York","en","US"
"3427833","Tandil","Tandil","-37.3287","-59.1369","AR","01","Buenos Aires","115877","America/Argentina/Buenos_Aires","es","AR"
"5967629","Guelph","Guelph","43.54594","-80.25599","CA","08","Ontario","115760","America/Toronto","en","CA"
"3450011","Santana","Santana","-23.53333","-46.61667","BR","27","São Paulo","115689","America/Sao_Paulo","pt","BR"
"5412199","Arvada","Arvada","39.80276","-105.08748","US","CO","Colorado","115368","America/Denver","en","US"
"4672989","Beaumont","Beaumont","30.08605","-94.10185","US","TX","Texas","115282","America/Chicago","en","US"
"5780026","Provo","Provo","40.23384","-111.65853","US","UT","Utah","115264","America/Denver","en","US"
"4905687","Peoria","Peoria","40.69365","-89.58899","US","IL","Illinois","115070","America/Chicago","en","US"
"3844421","Mendoza","Mendoza","-32.88946","-68.84582","AR","13","Mendoza","114893","America/Argentina/Mendoza","es","AR"
"11962414","Vila Medeiros","Vila Medeiros","-23.48874","-46.57762","BR","27","São Paulo","114839","America/Sao_Paulo","pt","BR"
"5334223","Carlsbad","Carlsbad","33.15809","-117.35059","US","CA","California","114746","America/Los_Angeles","en","US"
"4250542","Springfield","Springfield","39.80172","-89.64371","US","IL","Illinois","114394","America/Chicago","en","US"
"3688256","Guadalajara de Buga","Guadalajara de Buga","3.90089","-76.29783","CO","29","Valle del Cauca Department","114316","America/Bogota","es","CO"
"3463690","Eunápolis","Eunapolis","-16.3775","-39.58028","BR","05","Bahia","114275","America/Bahia","pt","BR"
"5343858","Downey","Downey","33.94001","-118.13257","US","CA","California","114219","America/Los_Angeles","en","US"
"5992500","Kingston","Kingston","44.22976","-76.48098","CA","08","Ontario","114195","America/Toronto","en","CA"
"4012406","Cuauhtémoc","Cuauhtemoc","28.40688","-106.86658","MX","06","Chihuahua","114007","America/Chihuahua","es","MX"
"3427408","Villa Lugano","Villa Lugano","-34.67907","-58.47263","AR","07","Buenos Aires F.D.","114000","America/Argentina/Buenos_Aires","es","AR"
"3629614","Punta Cardón","Punta Cardon","11.65806","-70.215","VE","11","Falcón","113999","America/Caracas","es","VE"
"3995019","Navojoa","Navojoa","27.07057","-109.44345","MX","26","Sonora","113836","America/Hermosillo","es","MX"
"3460170","Jandira","Jandira","-23.5275","-46.9025","BR","27","São Paulo","113605","America/Sao_Paulo","pt","BR"
"5116495","Elmhurst","Elmhurst","40.73649","-73.87791","US","NY","New York","113364","America/New_York","en","US"
"3625207","Yaritagua","Yaritagua","10.08081","-69.1242","VE","22","Yaracuy","113343","America/Caracas","es","VE"
"5339840","Costa Mesa","Costa Mesa","33.64113","-117.91867","US","CA","California","113204","America/Los_Angeles","en","US"
"4164167","Miami Gardens","Miami Gardens","25.94204","-80.2456","US","FL","Florida","113187","America/New_York","en","US"
"6316298","Açailândia","Acailandia","-4.94667","-47.50472","BR","13","Maranhão","113121","America/Fortaleza","pt","BR"
"4005143","Heroica Guaymas","Heroica Guaymas","27.91989","-110.89888","MX","26","Sonora","113082","America/Hermosillo","es","MX"
"4903976","North Peoria","North Peoria","40.71754","-89.58426","US","IL","Illinois","113004","America/Chicago","en","US"
"4151316","Clearwater","Clearwater","27.96585","-82.8001","US","FL","Florida","113003","America/New_York","en","US"
"5347335","Fairfield","Fairfield","38.24936","-122.03997","US","CA","California","112970","America/Los_Angeles","en","US"
"3557846","Guanabacoa","Guanabacoa","23.12518","-82.30067","CU","02","Havana","112964","America/Havana","es","CU"
"3589289","Santa Lucía Cotzumalguapa","Santa Lucia Cotzumalguapa","14.33505","-91.02339","GT","06","Escuintla","112780","America/Guatemala","es","GT"
"4998830","Lansing","Lansing","42.73253","-84.55553","US","MI","Michigan","112644","America/Detroit","en","US"
"5110918","Bushwick","Bushwick","40.69427","-73.91875","US","NY","New York","112620","America/New_York","en","US"
"3625710","Upata","Upata","8.0162","-62.40561","VE","06","Bolívar","112617","America/Caracas","es","VE"
"6317077","Ermelino Matarazzo","Ermelino Matarazzo","-23.49472","-46.47389","BR","27","São Paulo","112333","America/Sao_Paulo","pt","BR"
"3640226","Guanare","Guanare","9.03934","-69.73364","VE","18","Portuguesa","112286","America/Caracas","es","VE"
"5119167","Gravesend","Gravesend","40.5976","-73.96514","US","NY","New York","112229","America/New_York","en","US"
"5043473","Rochester","Rochester","44.02163","-92.4699","US","MN","Minnesota","112225","America/Chicago","en","US"
"3587345","Apopa","Apopa","13.80722","-89.17917","SV","10","San Salvador Department","112158","America/El_Salvador","es","SV"
"4890864","Elgin","Elgin","42.03725","-88.28119","US","IL","Illinois","112111","America/Chicago","en","US"
"3523183","Minatitlán","Minatitlan","18.00011","-94.5569","MX","30","Veracruz","112046","America/Mexico_City","es","MX"
"3454690","Paulínia","Paulinia","-22.76111","-47.15417","BR","27","São Paulo","112003","America/Sao_Paulo","pt","BR"
"4013714","Ciudad Guzmán","Ciudad Guzman","19.70466","-103.4617","MX","14","Jalisco","111975","America/Mexico_City","es","MX"
"5784549","West Jordan","West Jordan","40.60967","-111.9391","US","UT","Utah","111946","America/Denver","en","US"
"3451329","Ribeirão Pires","Ribeirao Pires","-23.71056","-46.41333","BR","27","São Paulo","111888","America/Sao_Paulo","pt","BR"
"5359488","Inglewood","Inglewood","33.96168","-118.35313","US","CA","California","111666","America/Los_Angeles","en","US"
"3465644","Conselheiro Lafaiete","Conselheiro Lafaiete","-20.66028","-43.78611","BR","15","Minas Gerais","111596","America/Sao_Paulo","pt","BR"
"6163012","Terrebonne","Terrebonne","45.70004","-73.64732","CA","10","Quebec","111575","America/Toronto","en","CA"
"3451668","Resende","Resende","-22.46889","-44.44667","BR","21","Rio de Janeiro","111514","America/Sao_Paulo","pt","BR"
"3598465","Chiquimula","Chiquimula","14.8009","-89.54641","GT","04","Chiquimula","111505","America/Guatemala","es","GT"
"3667873","Sogamoso","Sogamoso","5.71434","-72.93391","CO","36","Boyacá","111336","America/Bogota","es","CO"
"3471697","Araucária","Araucaria","-25.59306","-49.41028","BR","18","Paraná","111302","America/Sao_Paulo","pt","BR"
"3445446","Várzea Paulista","Varzea Paulista","-23.21139","-46.82833","BR","27","São Paulo","110936","America/Sao_Paulo","pt","BR"
"4722625","Richardson","Richardson","32.94818","-96.72972","US","TX","Texas","110815","America/Chicago","en","US"
"4942618","Lowell","Lowell","42.63342","-71.31617","US","MA","Massachusetts","110699","America/New_York","en","US"
"4385018","East Independence","East Independence","39.09556","-94.35523","US","MO","Missouri","110675","America/Chicago","en","US"
"5729485","Gresham","Gresham","45.49818","-122.43148","US","OR","Oregon","110553","America/Los_Angeles","en","US"
"5324200","Antioch","Antioch","38.00492","-121.80579","US","CA","California","110542","America/Los_Angeles","en","US"
"6324733","St. John's","St. John's","47.56494","-52.70931","CA","05","Newfoundland and Labrador","110525","America/St_Johns","en","CA"
"4931972","Cambridge","Cambridge","42.3751","-71.10561","US","MA","Massachusetts","110402","America/New_York","en","US"
"4471025","High Point","High Point","35.95569","-80.00532","US","NC","North Carolina","110268","America/New_York","en","US"
"5640350","Billings","Billings","45.78329","-108.50069","US","MT","Montana","110263","America/Denver","en","US"
"5089178","Manchester","Manchester","42.99564","-71.45479","US","NH","New Hampshire","110229","America/New_York","en","US"
"3399058","Garanhuns","Garanhuns","-8.88202","-36.50216","BR","30","Pernambuco","110085","America/Recife","pt","BR"
"5401395","Temecula","Temecula","33.49364","-117.14836","US","CA","California","110003","America/Los_Angeles","en","US"
"5375911","Murrieta","Murrieta","33.55391","-117.21392","US","CA","California","109830","America/Los_Angeles","en","US"
"5416541","Centennial","Centennial","39.57916","-104.87692","US","CO","Colorado","109741","America/Denver","en","US"
"5387428","Richmond","Richmond","37.93576","-122.34775","US","CA","California","109708","America/Los_Angeles","en","US"
"5113779","Corona","Corona","40.74705","-73.86014","US","NY","New York","109698","America/New_York","en","US"
"3471715","Araruama","Araruama","-22.87278","-42.34306","BR","21","Rio de Janeiro","109637","America/Sao_Paulo","pt","BR"
"3466692","Catanduva","Catanduva","-21.13778","-48.97278","BR","27","São Paulo","109612","America/Sao_Paulo","pt","BR"
"5435464","Pueblo","Pueblo","38.25445","-104.60914","US","CO","Colorado","109412","America/Denver","en","US"
"3462011","Guaianases","Guaianases","-23.54333","-46.41083","BR","27","São Paulo","109316","America/Sao_Paulo","pt","BR"
"3837213","San Juan","San Juan","-31.53726","-68.52568","AR","18","San Juan","109123","America/Argentina/San_Juan","es","AR"
"3617708","Matagalpa","Matagalpa","12.92795","-85.91906","NI","12","Matagalpa Department","109089","America/Managua","es","NI"
"3462964","Franco da Rocha","Franco da Rocha","-23.32167","-46.72694","BR","27","São Paulo","108858","America/Sao_Paulo","pt","BR"
"4718097","Pearland","Pearland","29.56357","-95.28605","US","TX","Texas","108821","America/Chicago","en","US"
"4845193","Waterbury","Waterbury","41.55815","-73.0515","US","CT","Connecticut","108802","America/New_York","en","US"
"6076211","Moncton","Moncton","46.09454","-64.7965","CA","04","New Brunswick","108620","America/Moncton","en","CA"
"3445062","Vila Maria","Vila Maria","-23.51408","-46.58625","BR","27","São Paulo","108543","America/Sao_Paulo","pt","BR"
"5407933","West Covina","West Covina","34.06862","-117.93895","US","CA","California","108484","America/Los_Angeles","en","US"
"5503766","Enterprise","Enterprise","36.02525","-115.24194","US","NV","Nevada","108481","America/Los_Angeles","en","US"
"3682018","Girón","Giron","7.0682","-73.16981","CO","26","Santander Department","108466","America/Bogota","es","CO"
"3529986","Cuautitlán","Cuautitlan","19.67052","-99.17989","MX","15","México","108449","America/Mexico_City","es","MX"
"3534599","Vedado","Vedado","23.13767","-82.39339","CU","02","Havana","108369","America/Havana","es","CU"
"4589387","North Charleston","North Charleston","32.85462","-79.97481","US","SC","South Carolina","108304","America/New_York","en","US"
"3468615","Cabo Frio","Cabo Frio","-22.88717","-42.02622","BR","21","Rio de Janeiro","108239","America/Sao_Paulo","pt","BR"
"5793933","Everett","Everett","47.97898","-122.20208","US","WA","Washington","108010","America/Los_Angeles","en","US"
"6166142","Thunder Bay","Thunder Bay","48.38202","-89.25018","CA","08","Ontario","107909","America/Toronto","en","CA"
"4682464","College Station","College Station","30.62798","-96.33441","US","TX","Texas","107889","America/Chicago","en","US"
"3435607","Castelar","Castelar","-34.65142","-58.64074","AR","01","Buenos Aires","107786","America/Argentina/Buenos_Aires","es","AR"
"4169014","Pompano Beach","Pompano Beach","26.23786","-80.12477","US","FL","Florida","107762","America/New_York","en","US"
"3925033","Ji Paraná","Ji Parana","-10.88528","-61.95167","BR","24","Rondônia","107697","America/Porto_Velho","pt","BR"
"12541728","South Fulton","South Fulton","33.59259","-84.67294","US","GA","Georgia","107436","America/New_York","en","US"
"3453406","Poá","Poa","-23.52806","-46.34472","BR","27","São Paulo","107432","America/Sao_Paulo","pt","BR"
"3384987","Vitória de Santo Antão","Vitoria de Santo Antao","-8.11806","-35.29139","BR","30","Pernambuco","107383","America/Recife","pt","BR"
"5574991","Boulder","Boulder","40.01499","-105.27055","US","CO","Colorado","107349","America/Denver","en","US"
"3682028","Girardot City","Girardot City","4.30079","-74.80754","CO","33","Cundinamarca","107324","America/Bogota","es","CO"
"3445782","Umuarama","Umuarama","-23.76639","-53.325","BR","18","Paraná","107319","America/Sao_Paulo","pt","BR"
"5377995","Norwalk","Norwalk","33.90224","-118.08173","US","CA","California","107140","America/Los_Angeles","en","US"
"3471910","Apucarana","Apucarana","-23.55083","-51.46083","BR","18","Paraná","107085","America/Sao_Paulo","pt","BR"
"3646190","Catia La Mar","Catia La Mar","10.60545","-67.03238","VE","26","Vargas","106822","America/Caracas","es","VE"
"4177887","West Palm Beach","West Palm Beach","26.71534","-80.05337","US","FL","Florida","106779","America/New_York","en","US"
"4531405","Broken Arrow","Broken Arrow","36.0526","-95.79082","US","OK","Oklahoma","106563","America/Chicago","en","US"
"5341430","Daly City","Daly City","37.70577","-122.46192","US","CA","California","106562","America/Los_Angeles","en","US"
"3450269","Santa Cruz do Sul","Santa Cruz do Sul","-29.7175","-52.42583","BR","23","Rio Grande do Sul","106113","America/Sao_Paulo","pt","BR"
"6354908","Sydney","Sydney","46.1351","-60.1831","CA","07","Nova Scotia","105968","America/Glace_Bay","en","CA"
"3461859","Guaratinguetá","Guaratingueta","-22.81639","-45.1925","BR","27","São Paulo","105880","America/Sao_Paulo","pt","BR"
"6318738","Tangará da Serra","Tangara da Serra","-14.61944","-57.48583","BR","14","Mato Grosso","105711","America/Cuiaba","pt","BR"
"11962403","Vila Prudente","Vila Prudente","-23.59255","-46.57278","BR","27","São Paulo","105590","America/Sao_Paulo","pt","BR"
"3598122","Coatepeque","Coatepeque","14.70413","-91.86426","GT","13","Quetzaltenango","105415","America/Guatemala","es","GT"
"4221333","Sandy Springs","Sandy Springs","33.92427","-84.37854","US","GA","Georgia","105330","America/New_York","en","US"
"5331835","Burbank","Burbank","34.18084","-118.30897","US","CA","California","105319","America/Los_Angeles","en","US"
"5254962","Green Bay","Green Bay","44.51916","-88.01983","US","WI","Wisconsin","105207","America/Chicago","en","US"
"3515715","Texcoco de Mora","Texcoco de Mora","19.51194","-98.88293","MX","15","México","105165","America/Mexico_City","es","MX"
"5393180","Santa Maria","Santa Maria","34.95303","-120.43572","US","CA","California","105093","America/Los_Angeles","en","US"
"3471374","Assis","Assis","-22.66167","-50.41222","BR","27","São Paulo","105087","America/Sao_Paulo","pt","BR"
"12157013","San Francisco De Borja","San Francisco De Borja","-12.08911","-76.99876","PE","15","Lima region","105076","America/Lima","es","PE"
"3458498","Linhares","Linhares","-19.39111","-40.07222","BR","08","Espírito Santo","105075","America/Sao_Paulo","pt","BR"
"3407357","Araguaína","Araguaina","-7.19111","-48.20722","BR","31","Tocantins","105019","America/Araguaina","pt","BR"
"5404794","Universal City","Universal City","34.1389","-118.35341","US","CA","California","105000","America/Los_Angeles","en","US"
"6176823","Waterloo","Waterloo","43.4668","-80.51639","CA","08","Ontario","104986","America/Toronto","en","CA"
"3598529","Chinautla","Chinautla","14.70289","-90.49983","GT","07","Guatemala","104972","America/Guatemala","es","GT"
"11962373","Artur Alvim","Artur Alvim","-23.54015","-46.48581","BR","27","São Paulo","104864","America/Sao_Paulo","pt","BR"
"4004867","Parral","Parral","26.93022","-105.6664","MX","06","Chihuahua","104836","America/Chihuahua","es","MX"
"4741752","Wichita Falls","Wichita Falls","33.91371","-98.49339","US","TX","Texas","104710","America/Chicago","en","US"
"4161438","Lakeland","Lakeland","28.03947","-81.9498","US","FL","Florida","104401","America/New_York","en","US"
"7281020","Lo Prado","Lo Prado","-33.4443","-70.72552","CL","12","Santiago Metropolitan","104316","America/Santiago","es","CL"
"5338122","Clovis","Clovis","36.82523","-119.70292","US","CA","California","104180","America/Los_Angeles","en","US"
"4706057","Lewisville","Lewisville","33.04623","-96.99417","US","TX","Texas","104039","America/Chicago","en","US"
"3588258","Totonicapán","Totonicapan","14.91188","-91.36054","GT","21","Totonicapán","103952","America/Guatemala","es","GT"
"4738214","Tyler","Tyler","32.35126","-95.30106","US","TX","Texas","103700","America/Chicago","en","US"
"5345529","El Cajon","El Cajon","32.79477","-116.96253","US","CA","California","103679","America/Los_Angeles","en","US"
"11962406","Mandaqui","Mandaqui","-23.45947","-46.64086","BR","27","São Paulo","103665","America/Sao_Paulo","pt","BR"
"11962413","Vila Matilde","Vila Matilde","-23.53936","-46.51788","BR","27","São Paulo","103558","America/Sao_Paulo","pt","BR"
"5392423","San Mateo","San Mateo","37.56299","-122.32553","US","CA","California","103536","America/Los_Angeles","en","US"
"4148757","Brandon","Brandon","27.9378","-82.28592","US","FL","Florida","103483","America/New_York","en","US"
"3464008","Esmeraldas","Esmeraldas","-19.7625","-44.31389","BR","15","Minas Gerais","103206","America/Sao_Paulo","pt","BR"
"11962401","Cursino","Cursino","-23.63143","-46.62072","BR","27","São Paulo","103171","America/Sao_Paulo","pt","BR"
"5387288","Rialto","Rialto","34.1064","-117.37032","US","CA","California","103132","America/Los_Angeles","en","US"
"3460791","Itanhaém","Itanhaem","-24.18306","-46.78889","BR","27","São Paulo","103102","America/Sao_Paulo","pt","BR"
